BouncedAt,UserName,TimeStamp,DeviceID,Flavor,CheckIn,NumOfPeople,CityName,CityId,NumofRooms,CheckOut
0,conleyrick@hotmail.com,2020-08-14 19:20:47,1303383,Android,2021-07-14,4,Chinquapin,78527eba-5e0b-4ec5-bbdc-a40a048dcc96,4,2021-07-20
0,gordonelizabeth@hotmail.com,2020-10-15 20:14:08,4579426,IOS,2021-05-20,1,Echeta,9f3cea0c-a0d9-4ec0-a92d-9adeabeb8518,1,2021-05-25
0,gfoster@nguyen.com,2020-11-23 14:48:46,8972815,Android,2021-07-19,8,Gay,c19c046e-b717-4c08-9e3d-775e8e803fce,4,2021-08-09
0,john59@guzman.info,2020-11-19 12:20:09,8843901,IOS,2021-06-02,5,Holder,29ca5800-92f4-4e13-b5a3-7803814a5ddd,3,2021-06-10
0,kristen18@howe.com,2020-08-19 06:09:38,9259981,IOS,2021-05-24,2,Rosette,c9b762b3-d9a7-493e-a495-c303e50ad090,2,2021-06-11
0,hendricksnicholas@yahoo.com,2021-04-12 23:09:56,7227577,Android,2021-08-22,7,Pony,3dbd5f96-e854-40a9-bcc0-2914386414ba,7,2021-09-14
0,joshuahughes@simpson.com,2020-12-16 08:47:03,1063574,IOS,2021-07-31,5,Olmsted,a5b9198a-b8a1-4469-9ba3-bc8ca2bf53ae,3,2021-08-14
1,lpierce@gmail.com,2020-11-06 06:52:40,9190359,IOS,2021-08-07,8,White Canyon,f7cdf42b-819e-440f-8aa0-0a511d2d845c,5,2021-09-03
1,johngray@anderson.com,2021-02-13 17:42:54,6287996,IOS,2021-06-11,5,Ponce de Leon,48062412-6e1f-4bb9-ae9f-323144d66c07,3,2021-06-26
1,hunthunter@foster.com,2021-01-27 20:25:18,8624811,IOS,2021-05-18,2,Barnet,140ed972-e535-4ec1-861b-5786479a70af,2,2021-06-12
1,micheleperez@walton.com,2020-09-12 19:18:03,7322157,Android,2021-08-13,6,Soudan,021c18ae-794b-4f1c-8558-ffea014d8bbd,5,2021-08-26
0,jeffrey27@patton-kane.com,2021-04-03 08:58:09,4687890,Android,2021-08-30,6,Goddard,121a4f62-8022-4647-88fb-d80830d0f3c5,6,2021-09-13
0,christopher75@yahoo.com,2021-05-02 23:55:26,8964384,IOS,2021-07-22,9,Pequop,7ec23d92-d7ca-480c-b8d1-49169bfd5cce,9,2021-08-06
0,kelly16@green.com,2021-04-17 17:33:53,5672322,IOS,2021-05-15,2,Grassy,90f1fa80-720e-4e73-9b7c-954391694f57,1,2021-06-01
1,michaelunderwood@gmail.com,2021-05-02 10:02:24,3432198,Android,2021-08-09,7,Castle Park,a7cb3a44-acaa-4221-b220-18ad63f1b27a,6,2021-08-17
0,carlos93@hotmail.com,2020-08-15 14:01:51,4827574,Android,2021-06-15,2,San Ygnacio,6f7229ed-35ca-40fe-9aca-8af17abc96d1,1,2021-06-24
0,kaitlyn79@gmail.com,2020-05-13 01:45:17,1434042,Android,2021-07-07,6,Brandywine Manor,5cf14510-e5ae-435c-8156-42cc360d0a8a,3,2021-07-26
1,thomascharles@adams.org,2021-02-26 05:34:46,8287887,IOS,2021-05-29,6,L'Anse,56763d70-6158-4633-9afd-128f865c3ec4,6,2021-06-18
0,llee@mccullough.org,2020-05-07 05:11:34,8406165,Android,2021-06-25,6,Muleshoe,8b65cabb-e0b0-4fc4-82e7-b774db544b50,3,2021-07-12
0,dbrown@hotmail.com,2020-05-24 02:23:15,8424843,IOS,2021-07-23,9,Cherokee,7a7af79a-8b59-4e93-ab20-1a0b8805f26e,8,2021-08-21
1,zwood@gmail.com,2020-10-08 01:47:57,1670527,IOS,2021-08-14,6,De Leon Springs,0baf711a-6959-400f-8ea8-e5d636fec9dd,4,2021-09-10
1,qfritz@warren.com,2021-03-27 03:56:37,3675173,Android,2021-05-27,3,Twin Valley,1717c738-d08d-4934-a7ae-3ba405082fe7,3,2021-05-28
1,thomasvanessa@yahoo.com,2020-06-02 05:17:53,1450295,Android,2021-05-15,6,Talbotton,71a22f42-2876-4d4d-be96-e1ef94a57fa8,3,2021-05-23
0,ljensen@gmail.com,2021-01-14 03:03:09,2953599,Android,2021-08-15,8,Ackworth,430151ad-9e77-4f97-9233-3f53126eb420,8,2021-08-24
0,jacquelinerussell@gmail.com,2020-11-28 07:11:19,5898307,IOS,2021-08-14,2,Patrick,366a1e66-4dfd-4a17-96f7-efeb79a295b2,1,2021-09-04
1,heatherwilson@powell-smith.com,2020-11-29 10:16:43,7515412,Android,2021-08-19,2,Luyando,755ba9ac-908b-4434-90f4-1ec91ae163d0,2,2021-08-30
1,timothy30@jones-lane.com,2020-09-01 17:37:08,3222468,Android,2021-08-07,6,Oakhurst,89bc881d-2914-4538-9664-2455da46bc4c,6,2021-08-11
0,anthonyvargas@young.biz,2020-12-22 20:10:05,2456798,Android,2021-06-07,5,Laymantown,32a48b73-2536-41b7-ad6e-3866b4d6f836,3,2021-06-18
0,yconner@young.com,2021-04-22 19:52:36,2220775,IOS,2021-07-28,9,Medicine Bow,d66eead3-49a9-45c0-9d89-998726c65e7e,5,2021-08-13
0,tbuck@hotmail.com,2020-12-02 10:14:57,2313966,Android,2021-05-12,6,Spring Brook,41df3188-a703-4465-9810-07265485739c,3,2021-05-22
1,debbiegomez@yahoo.com,2020-05-20 10:12:37,2897051,IOS,2021-07-26,1,Flossmoor,fc85c607-bbe1-4912-a10a-8bc1b2c7afa0,1,2021-08-22
1,joshuapierce@bailey.com,2020-09-01 01:28:16,1293644,IOS,2021-08-14,7,Big Bear Lake,c1fac52a-8362-4776-aaa2-32ee39ea33df,4,2021-09-09
0,ustewart@hotmail.com,2021-01-01 13:54:02,1305554,IOS,2021-06-01,2,Ewa Gentry,f761aecb-b0b1-4f9c-8c74-9685d25baafc,2,2021-06-06
1,stewartdiane@baxter.org,2020-06-14 01:44:25,9714055,Android,2021-05-04,4,Parmerton,7d80601c-ee5e-438b-a20d-d529fe54a167,4,2021-05-06
1,hollysmith@wells.biz,2020-05-31 17:50:50,5344288,Android,2021-05-18,1,Napakiak,03fd7dbc-3332-4148-be14-493c13068758,1,2021-05-30
1,collinsjulie@garrett.com,2021-02-26 00:27:40,5679274,Android,2021-06-25,6,Hoopeston,a3af2af8-33b7-49a6-915d-18ee3a10dc81,6,2021-07-01
1,kbuckley@hotmail.com,2020-12-28 07:21:28,8734415,Android,2021-07-26,1,Devils Lake,992d5ec3-37d6-401e-b67c-359108ab0b2f,1,2021-08-08
0,conleybruce@gmail.com,2020-12-23 14:45:33,9385355,Android,2021-07-08,2,Ricketts,2b3d7bfd-e55b-429c-9467-7a8a661bc603,1,2021-07-11
1,thompsonjillian@nguyen-west.info,2020-08-09 22:29:00,7521961,Android,2021-06-04,2,Gough,7ecf2f8e-c196-4a48-9d66-690d4b60596b,2,2021-06-05
1,gonzalezcynthia@wilkerson.com,2020-10-23 18:07:54,7051442,Android,2021-07-14,2,Donalds,0f03209c-7c58-4593-a632-75cc15a50513,2,2021-08-07
1,whitneymaurice@young-francis.org,2021-02-18 05:38:31,3413042,Android,2021-08-18,3,Lewiston,e9adb864-495f-46e3-b5d8-b053ceaa0037,3,2021-09-02
0,hopkinsmichaela@yahoo.com,2021-02-24 04:21:39,5222183,IOS,2021-08-29,8,Alley,50b911df-33a9-4c70-a05b-b8a72f1c16de,8,2021-09-26
1,mark63@yahoo.com,2020-12-18 20:05:04,4730117,IOS,2021-05-28,8,East Palo Alto,b0c1b3bb-f87c-45c0-86a0-f944b492143d,8,2021-06-26
0,joseduncan@yahoo.com,2020-08-18 16:10:12,3059653,IOS,2021-06-06,2,Bow Valley,fbad02be-4e70-4963-b2b9-0544f38dc1b4,2,2021-06-09
1,ihansen@yahoo.com,2020-09-26 10:10:52,5796257,IOS,2021-08-29,3,Pembine,08d0c669-c344-465b-82dc-7a4b0722ea1b,2,2021-09-11
0,jbrown@gmail.com,2020-10-09 00:47:42,3178176,Android,2021-06-18,2,Las Ochenta,934cb386-121e-49e4-8476-5fb7ff9cb77c,1,2021-07-03
1,reneemartin@torres-bennett.com,2021-03-28 17:29:36,3162388,Android,2021-05-30,9,Westvaco,78e4be52-d0bc-4c89-8587-2b0b9dccae7a,9,2021-06-14
0,rodneymccarty@stephens.org,2020-08-29 19:07:55,1990934,Android,2021-06-18,6,Bronson,78b0deda-6256-4979-b51e-aa0be5a80de6,3,2021-07-09
0,heathermacias@gmail.com,2020-05-24 07:44:07,3339890,IOS,2021-06-09,2,Ceylon,a60fceda-5b48-4f01-bbee-d9ea49aac9a7,1,2021-07-06
0,alice47@warren.biz,2021-05-04 18:10:46,5434729,Android,2021-05-30,6,Knoxville,930f70e4-763c-41ca-b2dc-2a4482986e4f,5,2021-05-31
1,thomasmoore@gmail.com,2021-02-26 04:56:18,3056600,IOS,2021-07-09,3,Gering,0441a798-b158-4920-ad9e-abdb30be78ac,2,2021-07-23
1,kwilliams@hotmail.com,2021-02-20 15:55:01,8011211,Android,2021-08-07,7,Forestdale,bf834cc9-4d2a-4294-bf67-d7d16003111a,7,2021-09-02
0,lisa28@yahoo.com,2020-07-07 01:14:48,3624407,IOS,2021-06-06,6,Dallesport,a3a870b2-cc5f-4625-ba3f-eb6489e05097,5,2021-07-01
1,joseph53@hotmail.com,2020-06-01 04:01:57,5390435,Android,2021-07-29,7,Harlingen,a61b7017-8c6a-4711-aa15-98440874e267,6,2021-08-20
1,rking@collins.biz,2020-08-05 21:34:47,1096425,Android,2021-05-24,8,The Hills,0aa827cf-11a2-4727-b04f-61e8b65cd93c,7,2021-06-02
1,david81@hotmail.com,2020-10-09 05:36:51,7713372,IOS,2021-05-14,3,Navy Yard City,79d51eb4-6744-4bb4-b372-27046cd88cae,3,2021-05-24
1,pthomas@scott.com,2020-08-02 13:46:59,7640640,IOS,2021-06-20,5,Dittlinger,75cb308f-8137-4f20-9f38-6a93eb020d55,3,2021-07-06
0,hoganerica@williams.com,2020-08-04 00:44:15,9035490,Android,2021-07-30,3,Beebe,0d37c7d8-ede1-4417-baa2-410a0aa9a81a,2,2021-08-15
1,brownjasmine@villarreal-jimenez.biz,2021-03-16 12:54:15,8292962,Android,2021-07-13,4,Herty,551ad144-ead1-4997-8556-6cab932e9a3c,4,2021-07-20
0,james09@gmail.com,2020-08-16 02:56:37,7573583,Android,2021-05-11,3,Cat Creek,2556e260-0391-483f-bbfb-9dd9c7a45993,3,2021-05-12
1,terri97@yahoo.com,2020-09-30 20:56:23,1527358,IOS,2021-08-11,4,Long Branch,29e63aa9-157b-4d0a-8678-b15d1d7f9bc3,4,2021-08-23
0,gbrown@mitchell.biz,2021-04-15 20:09:51,8346298,Android,2021-06-11,2,Oakhurst,e866a715-6986-4163-8f32-69e761f70d95,2,2021-06-27
1,douglasburns@hanson.com,2020-12-28 06:31:20,3692938,Android,2021-05-29,4,Two Strike,194b3c23-7e54-41a8-b03f-43163e66a8e1,3,2021-06-09
0,alvaradoelaine@rodriguez-rivas.com,2020-11-24 21:18:32,7464011,IOS,2021-08-02,1,Mount Angel,94260e57-ad0d-4016-9297-a128ad95bec0,1,2021-08-30
0,smithrichard@hill-morris.com,2020-07-29 14:27:30,5457627,Android,2021-07-31,9,Browndell,69161d15-606e-40f3-b84a-7cad6d4b891f,9,2021-08-07
1,zstafford@hotmail.com,2020-11-14 18:54:08,4852053,IOS,2021-08-27,3,Picher,3a933e2d-9ba3-4d1f-b842-95557dd27f4c,3,2021-09-07
1,cannonjose@riddle.com,2021-02-10 03:11:24,3825439,IOS,2021-07-26,4,Kaser,c4a78006-9712-4fc7-a22e-94f76d9cc261,3,2021-07-30
1,stonemichael@gmail.com,2021-03-18 12:01:30,7308492,IOS,2021-08-03,8,Omer,514cf287-9ab6-4d9f-b993-465f02fcfb46,7,2021-08-26
0,rthompson@roy.com,2021-04-14 15:46:36,8437674,Android,2021-06-28,9,Woodchopper,c254f795-21d1-4ed1-b616-49eb7bf6043f,6,2021-07-23
0,gstanley@yahoo.com,2020-05-09 03:35:36,2323851,Android,2021-07-02,4,El Dara,256d9f16-80b4-4b47-a664-fdbd9bc690cf,3,2021-07-05
1,dclark@williams.com,2020-09-10 01:16:58,7338253,Android,2021-06-29,3,Niskayuna,c7851919-f212-432a-981f-a342c40503df,3,2021-07-19
0,bryancoleman@yahoo.com,2021-01-17 16:04:05,5510109,Android,2021-07-17,8,Oregon,22725c05-a6ef-4df6-a6be-6a1af25231e2,7,2021-08-04
1,mistynelson@gmail.com,2021-01-22 10:45:59,9950729,Android,2021-07-28,8,Clay City,5e6eabd3-e593-4b7e-b055-5d4c9737d570,5,2021-08-23
1,mullinstanner@murray.biz,2020-09-17 22:16:18,9697784,IOS,2021-07-22,8,Trafalgar,051c265b-e0d1-4d73-a5ff-c61cd5447240,7,2021-08-04
1,wmoore@hotmail.com,2020-10-29 09:40:36,1540634,IOS,2021-05-06,2,Causey,6695e494-a95c-403b-ae70-c05aeffba21f,1,2021-05-15
0,jaclyn80@reeves.net,2020-11-01 15:51:55,5884410,IOS,2021-06-03,3,East Brainerd,903ea189-ea54-49fa-b9ca-6b3a01ded4ff,2,2021-06-06
0,garciakaren@hotmail.com,2021-01-07 02:48:22,4242558,IOS,2021-08-29,9,Ellsworth,c4e2493e-61ce-4dd0-bcbf-c7b4853c25b9,6,2021-09-17
0,vrich@hotmail.com,2021-02-12 11:29:51,6239338,Android,2021-07-25,2,Pope,d334ce5c-1bb6-47dc-8b75-6db09fb6acdc,2,2021-08-07
0,mosesnicholas@anderson.com,2020-05-31 12:31:51,3065438,Android,2021-05-20,3,Lake Lorraine,81a756a3-50d0-47d2-85d3-b0ee5867ae48,2,2021-05-25
0,gregorymiller@dawson-goodwin.net,2020-12-23 16:10:24,3693378,Android,2021-05-15,7,Washingtonville,c92cef8e-03c6-4d6d-a38d-3de465811366,4,2021-05-18
1,melvinshaw@hotmail.com,2020-07-14 03:45:57,3689505,Android,2021-05-31,8,Enosville,1d6421e6-e5b6-4e30-8397-064e7a1701ba,4,2021-06-22
1,qbarton@suarez.com,2021-04-21 09:46:11,5328748,Android,2021-08-11,3,Prattville,df5581f8-f598-4a30-9adb-75957988e794,2,2021-08-15
1,bakermelissa@gmail.com,2021-04-10 07:33:33,8765484,Android,2021-06-16,2,Moberly,9b28a50f-855d-441a-a01a-f912df147687,2,2021-06-30
0,dyerdaniel@robinson.org,2020-06-29 18:07:13,7035446,IOS,2021-07-26,6,Kinzua,6ab09698-dc8e-4676-8b5d-a20a5d601268,5,2021-08-14
0,silvajessica@frazier.biz,2021-02-19 13:19:21,5992715,Android,2021-07-26,7,Sallis,fb9d3540-ad53-4f80-b46e-249dc6cc3284,7,2021-08-04
0,kaylasalinas@smith-foster.com,2021-02-06 08:08:14,3961100,Android,2021-06-01,2,Laurel Bay,b473f615-9db2-4fba-8bea-a7a8622baafd,2,2021-06-14
0,tthompson@wilson.com,2020-06-14 23:51:48,5119963,IOS,2021-06-04,6,Jersey City,d7148811-e291-4418-bd94-d2898b510fff,5,2021-06-17
1,amber31@yahoo.com,2021-03-10 02:18:43,6151256,Android,2021-06-04,4,Snoqualmie Falls,0c8e15d8-d50d-4f01-9932-c6dc6b0a81c9,2,2021-06-11
0,melissawood@gmail.com,2021-04-06 08:28:58,7194942,IOS,2021-05-07,8,Tiburones,13449411-55e8-425e-bc66-b79f0a4f88e3,8,2021-05-18
0,levineleslie@hernandez.com,2020-09-21 11:37:14,8678496,Android,2021-06-25,3,Saint Dennis,7126c4e7-ecdd-4c78-8c76-4c33cdcd07a1,3,2021-07-18
0,fneal@cooley.net,2020-05-21 06:35:18,3125866,Android,2021-06-27,3,Lemon Grove,93d26a18-53cf-4daa-8a3f-f4c2256a188c,2,2021-07-21
0,jonathanriggs@williams-bryan.info,2020-05-24 10:21:07,7578834,Android,2021-06-05,6,Lewiston,e9adb864-495f-46e3-b5d8-b053ceaa0037,6,2021-06-10
1,solispamela@hotmail.com,2020-11-16 19:40:00,2488374,Android,2021-07-22,3,Codell,4d349201-517f-4041-ba76-b196ef770820,3,2021-08-11
1,jasonstevens@lutz-west.com,2020-12-07 02:10:22,1287411,Android,2021-07-18,6,Garner,560a0683-0f67-48bd-88f3-14b863a7bcbb,5,2021-08-04
1,adamlindsey@yahoo.com,2020-06-21 07:11:37,5136941,IOS,2021-06-17,3,Visalia,6eb95ba3-7dfa-4ac6-b0a4-88dc3bba34d2,3,2021-07-11
0,tsingleton@hansen.com,2021-04-29 08:03:48,5701720,Android,2021-05-10,3,Westwood Hills,f4fe15d4-024c-4e43-9fae-e168d0b31863,3,2021-05-16
1,christiecole@hotmail.com,2021-02-04 03:44:34,3145991,IOS,2021-08-06,8,Port Lavaca,03431ab1-e0c2-4c04-bcbd-c84e8c79471d,5,2021-08-17
1,samanthamiller@yahoo.com,2021-02-28 14:22:22,4158094,Android,2021-07-04,9,Fort Branch,10c044c3-e19c-42a6-8934-c83d906bf6fb,9,2021-07-23
1,nicole69@rivera.com,2020-12-22 17:35:11,9292905,IOS,2021-08-29,1,Sink Creek,e436bab8-e2d0-4342-951e-e803c7081fd9,1,2021-09-23
1,pmatthews@gmail.com,2021-03-18 10:22:41,3509620,Android,2021-07-09,7,Bethel Acres,08e6846e-0998-40fd-8ca8-8cac02896cb2,5,2021-07-30
1,zbarnes@murphy.org,2021-04-29 19:25:21,4208163,Android,2021-06-17,1,Cobbtown,e0abd6e5-4145-4875-82ae-b2084985fef3,1,2021-06-29
1,pguzman@smith-lee.biz,2021-02-05 18:52:49,1430070,Android,2021-05-14,3,Forest Grove,6ea78d4f-ec10-4276-aced-038dfa0dddb0,3,2021-05-16
1,joneskaren@patterson.com,2020-07-18 18:04:02,6965569,Android,2021-05-30,7,Coburg,d8d0e90f-118e-4def-9ea3-b3ab86f632df,5,2021-06-15
0,kimberlywoods@yahoo.com,2020-12-16 05:33:11,6843896,IOS,2021-05-13,7,Joslin,498e3d1f-6613-4377-9d4c-bb5cbc4a1762,5,2021-05-16
1,troymiller@gmail.com,2020-11-24 15:24:12,6675278,Android,2021-07-29,7,Goulds,c1733aae-7e70-43e1-9ec8-6b12e92fc9e5,4,2021-08-14
0,christopherjohnson@hotmail.com,2021-01-15 08:27:56,8045101,Android,2021-08-08,9,Port Norris,fa5ec3ec-c568-402c-97c6-449566cab7c1,8,2021-09-06
1,elizabethmccarthy@yahoo.com,2021-03-29 01:19:14,6227052,Android,2021-06-09,2,Lake Panasoffkee,ac468d88-17cf-4033-94ac-6a4b8a8647a5,1,2021-06-10
1,davidwelch@gmail.com,2020-11-02 23:08:12,8520293,IOS,2021-08-02,8,Elberon,cdde861b-d919-4f47-bcc6-2b58a0f27976,8,2021-08-29
1,sararoberts@hotmail.com,2020-08-31 10:36:46,4090993,IOS,2021-07-31,2,Eustace,b86cfd88-cba5-4332-9f01-d96550652164,2,2021-08-13
0,natalieandrews@clay.info,2020-12-29 07:52:29,3130880,IOS,2021-06-12,3,Long Branch,30de6663-fd66-4366-a6a3-19b6c022077e,3,2021-07-05
1,downsmartha@roberts-suarez.com,2020-08-16 16:28:16,1266387,Android,2021-08-13,4,Bellflower,0ebad4a1-6ab6-437b-861b-1b893bc9c670,4,2021-08-22
0,susanrobinson@hotmail.com,2021-03-05 00:54:58,7412806,Android,2021-06-21,3,Cornlea,38e34556-880b-4e15-8ae2-7fca5ec9d95b,3,2021-07-06
1,wmiller@stevens.com,2020-09-02 14:33:36,4544137,Android,2021-07-20,5,Marinette,3c9fb077-fb99-489a-a6d1-4eaffc72f718,3,2021-08-10
0,reesealexander@fitzgerald-ortiz.net,2020-08-07 20:55:31,3026906,Android,2021-05-24,5,Niskayuna,c7851919-f212-432a-981f-a342c40503df,4,2021-06-02
1,warnerlauren@marks.biz,2020-11-11 04:07:28,8835989,IOS,2021-07-05,5,Eastgate,e91a62d6-db34-4806-ad8c-9fc533d78f59,4,2021-07-31
1,sotojane@morales.com,2020-05-14 00:21:16,7559622,IOS,2021-08-19,1,Lola,6b63a66f-6578-41bf-8315-7d23f290b9c6,1,2021-08-24
0,davidthomas@smith.org,2021-03-05 22:09:09,8349502,Android,2021-08-29,7,Delaware Water Gap,48bec796-76e0-4dac-8001-594357207a31,4,2021-09-03
1,kimberlyhorton@hotmail.com,2021-03-13 23:32:03,5280213,IOS,2021-06-05,3,Port Reading,16e34fb3-4433-4b20-b531-277b007f18de,2,2021-06-30
1,christopher69@norris-cameron.com,2020-10-11 10:26:48,9342071,Android,2021-06-13,1,Sugar City,622610b2-d29e-4420-8c15-b2b275dc9fbe,1,2021-07-09
0,johnsonlarry@fuller-herman.net,2020-05-21 15:55:01,6514015,Android,2021-07-10,8,Westvaco,78e4be52-d0bc-4c89-8587-2b0b9dccae7a,5,2021-07-24
0,areynolds@gmail.com,2020-08-12 06:38:37,4849190,Android,2021-05-11,6,Valley View Park,8232ea1c-64f6-486f-b86a-57a737585909,3,2021-06-08
0,schroederjohn@collins.com,2020-12-16 22:28:42,1653728,IOS,2021-08-26,6,Phil Campbell,5ceab343-da3a-4b71-8e95-3b2f59823787,3,2021-09-07
1,thomas70@carrillo-vazquez.biz,2020-07-19 23:15:29,1154182,Android,2021-07-01,6,Toivola,0560f28b-13e9-4a9c-9660-06ea8115ba3c,6,2021-07-20
0,amanda66@lee.com,2021-01-17 04:06:40,1557316,Android,2021-05-27,9,Garryowen,7cf28a23-f87e-48f1-bc1d-50c6c2e01747,7,2021-06-20
0,rwilliams@vaughan-johnson.com,2021-01-26 19:19:53,6635831,Android,2021-07-08,4,Osnabrock,6a806770-a097-44f0-a114-b53a3ef10096,3,2021-07-17
1,shaneobrien@gmail.com,2020-11-09 20:02:12,2142690,IOS,2021-07-01,6,Ocean Pines,bc3e5c48-b7f7-499e-9284-77f764bddee2,4,2021-07-13
0,nlowe@shannon.net,2020-12-28 15:42:43,2545290,Android,2021-08-18,9,Meadow Vale,dcbd52e0-75d8-49a8-93a1-79410d1c0ad2,9,2021-09-03
1,cunninghamtodd@gmail.com,2020-08-21 17:42:53,6525941,Android,2021-08-09,5,East La Mirada,a235ba96-026c-47d3-808c-17e20e233ceb,4,2021-08-11
0,conradbarbara@hotmail.com,2020-09-06 23:21:08,7140479,IOS,2021-05-15,4,Enosville,1d6421e6-e5b6-4e30-8397-064e7a1701ba,2,2021-05-26
1,qrodriguez@johnson.biz,2020-06-30 18:47:41,1028118,Android,2021-08-16,6,Bardolph,73c97705-863d-4334-b9c7-b7aef4919f54,3,2021-08-18
1,martha24@hotmail.com,2020-05-05 20:10:00,8200900,Android,2021-08-11,6,Olimpo,d0f9fe76-b4a8-4e73-a11e-3bdfe438556a,4,2021-08-31
1,colson@yahoo.com,2021-02-09 17:45:05,7560914,Android,2021-08-02,2,Herzman Mesa,ba925a47-f285-43eb-bedd-7804bc5aaaea,2,2021-08-12
1,gardneranthony@gmail.com,2021-01-31 03:01:47,4909294,IOS,2021-05-15,8,Speedway,6f43bc9d-ea98-4696-aadb-17108d002063,6,2021-06-01
0,christopher46@bryant.com,2020-07-07 02:28:49,6471506,Android,2021-07-21,8,Edgely,a7cd4a12-0760-4f83-b461-49eef358e3c9,5,2021-08-02
1,donaldjames@yahoo.com,2020-05-17 19:52:29,2838142,IOS,2021-06-15,7,Chelatna Lodge,285313f0-884a-4476-a210-aa96a8920055,7,2021-06-23
1,ryanball@williams-wilson.com,2020-05-29 16:45:24,1166763,IOS,2021-08-22,9,Empire,5610af94-9a72-4887-b03a-03917534d975,8,2021-09-07
1,daniellestout@hotmail.com,2021-04-24 09:10:58,9906386,IOS,2021-07-12,3,Hamlin,d897fc98-784e-49c0-934c-5b6e6fd50af1,2,2021-07-21
0,samantha15@yahoo.com,2021-04-18 23:23:59,9586718,IOS,2021-05-16,8,Dowagiac,4ebf2879-9db1-4f50-90f7-aaaef11736d7,8,2021-06-10
0,eric87@jones.info,2020-05-15 00:17:27,7001749,Android,2021-07-13,5,Bowesmont,d39c1d6e-a1cb-4a8c-9658-63fddce46a92,4,2021-08-05
1,derekdaniel@strickland.com,2021-03-10 05:36:11,8083837,Android,2021-07-01,7,Prudhoe Bay,eecec825-aa77-4b34-b796-3ded04ad30e9,5,2021-07-12
1,wjohnson@yahoo.com,2020-07-05 22:29:11,7004300,Android,2021-07-01,9,Port William,19460a90-0ce4-4f27-b31f-81bcf3b61a09,9,2021-07-09
1,brittanyromero@scott.org,2021-04-18 04:42:28,8939897,Android,2021-05-14,8,Custer City,8c8ac25d-2be2-4716-bc41-b0b97412715a,7,2021-05-18
1,angelakennedy@yahoo.com,2020-06-05 09:11:30,1914270,Android,2021-06-16,8,Enola,3362a9e8-c390-4c9e-9a90-3f9c34f8de52,7,2021-07-04
