BouncedAt,UserName,CityName,TimeStamp,DeviceID,Flavor,CheckIn,NumOfPeople,NumofRooms,CheckOut
1,shieldslori@powell.com,Rutherford College,2020-12-11 13:54:54,2721510,Android,2021-07-04,2,2,2021-07-13
1,kennedysara@hotmail.com,Lakewood Park,2020-06-19 18:41:32,8688425,Android,2021-05-03,9,8,2021-05-05
0,davidmccormick@hotmail.com,Wormleysburg,2020-06-28 10:50:15,2332178,IOS,2021-07-12,4,4,2021-08-02
0,paynejesse@yahoo.com,Knights,2020-10-08 19:10:36,7043543,Android,2021-05-25,6,3,2021-05-30
1,johndavis@christensen.com,Pennington,2020-08-23 05:30:31,9428786,IOS,2021-08-02,3,2,2021-08-30
0,penadaniel@howe-garrison.com,Freeman,2021-04-05 19:30:53,9535189,Android,2021-06-16,4,3,2021-07-08
0,wardnatalie@mccoy.org,Fellowsville,2020-10-23 05:38:49,4473692,Android,2021-07-09,3,3,2021-07-19
1,eduardo21@robinson.com,Gallitzin,2021-01-23 14:26:44,2872692,IOS,2021-05-18,7,5,2021-05-31
1,ericasparks@higgins.com,Trinidad,2020-07-16 04:13:16,6336253,IOS,2021-06-26,9,8,2021-07-18
1,butlershelly@yahoo.com,Mount Berry,2020-07-03 10:22:00,2642537,IOS,2021-07-22,2,1,2021-08-06
1,williamnunez@anderson.com,Adelphia,2021-02-08 07:54:00,2903079,Android,2021-06-13,8,6,2021-06-19
1,smithchristopher@obrien.net,Charles City,2020-11-15 08:21:50,7690766,IOS,2021-05-05,5,3,2021-05-18
0,williamsmary@gmail.com,DeKalb,2020-08-14 21:59:10,1752256,IOS,2021-07-21,8,7,2021-08-17
1,tyler27@gmail.com,Magwalt,2021-04-02 23:46:18,3966191,Android,2021-05-25,1,1,2021-06-15
0,nancy90@ritter.com,Windy Hills,2020-11-14 14:33:15,1527162,IOS,2021-07-17,4,3,2021-08-08
1,alexandra37@gmail.com,Chispa,2021-01-05 13:30:20,4433672,IOS,2021-08-07,7,5,2021-08-31
1,onealwanda@yahoo.com,Wichita,2020-10-16 04:09:44,1548329,Android,2021-07-30,9,8,2021-08-17
0,dominique96@smith-esparza.com,Royal Lakes,2020-06-19 22:50:33,4540659,IOS,2021-08-18,7,6,2021-08-24
0,beckshawn@yahoo.com,Saint Benedict,2020-05-07 11:34:18,6705517,IOS,2021-06-18,6,4,2021-07-11
0,hessmitchell@hotmail.com,Samson,2021-01-16 19:27:52,3082194,Android,2021-05-11,4,2,2021-05-18
1,jenniferfrancis@yahoo.com,Aberfoil,2020-06-15 07:41:21,2772267,IOS,2021-06-14,4,2,2021-06-29
0,murphyjonathan@pierce.net,Pueblo,2021-03-29 07:43:32,7814782,Android,2021-06-03,3,2,2021-06-23
1,bradyjames@campos.com,Baldwin City,2020-08-21 12:58:46,7496133,Android,2021-05-12,6,5,2021-05-31
0,vcastillo@hotmail.com,Lueders,2020-07-13 16:46:59,4881499,Android,2021-06-01,7,5,2021-06-21
1,autumn51@gmail.com,Zebulon,2020-09-15 04:51:02,9749070,Android,2021-08-21,7,7,2021-09-04
1,aschwartz@hotmail.com,Swissvale,2020-10-07 05:17:04,7869297,IOS,2021-08-29,5,3,2021-09-21
0,derrick37@hudson-houston.net,Gary City,2020-09-12 04:52:48,3675709,IOS,2021-07-31,7,7,2021-08-21
0,johnscandace@johnson.com,Crown Heights,2020-07-17 01:28:39,3522098,Android,2021-05-29,8,5,2021-06-24
1,qmedina@hawkins.org,Eldred,2020-10-14 01:06:26,2711277,Android,2021-08-16,3,3,2021-09-07
0,tommypeterson@wilson-jacobson.biz,Holder,2020-05-27 19:42:42,3157608,IOS,2021-05-26,6,6,2021-06-20
1,jessicakelly@hotmail.com,Orlinda,2020-05-22 13:09:11,7152803,Android,2021-08-10,9,7,2021-09-03
1,garciacharles@gmail.com,Irena,2021-04-04 16:27:27,7636949,IOS,2021-05-11,6,6,2021-06-03
1,epotts@gomez.com,Pecan Grove,2020-05-15 05:54:19,3612632,Android,2021-06-26,8,8,2021-07-17
1,moorehailey@hotmail.com,Queen City,2020-07-23 21:40:35,1854239,Android,2021-08-18,5,4,2021-08-26
1,lkline@yahoo.com,Mammoth Spring,2020-06-09 04:29:38,6458073,Android,2021-05-24,5,4,2021-06-08
0,johnquinn@hotmail.com,Gunder,2021-03-23 11:51:03,1434030,Android,2021-05-06,4,3,2021-05-21
0,scottjoshua@hotmail.com,Taholah,2020-05-11 10:25:23,9844258,IOS,2021-07-20,9,6,2021-08-05
1,kathleen35@reed.com,Borup,2021-03-27 23:26:11,4250026,Android,2021-07-19,6,5,2021-07-30
1,wdavis@ramsey.com,Jayuya,2020-12-28 03:00:33,7455536,IOS,2021-08-21,9,5,2021-09-12
0,sarah72@acevedo-freeman.net,Talihina,2021-03-20 14:59:50,3604972,Android,2021-06-30,7,5,2021-07-26
1,zobrien@jones.net,Honda,2020-06-05 04:49:15,7005517,Android,2021-06-04,3,2,2021-06-09
0,michaelhoffman@hotmail.com,Kief,2020-08-08 19:32:11,5723308,IOS,2021-08-24,4,3,2021-08-27
0,vforbes@yahoo.com,Lemon Grove,2020-06-25 03:48:13,3360768,IOS,2021-07-23,8,7,2021-08-20
0,michaelmonroe@gmail.com,McCordsville,2021-03-07 22:32:02,9460209,Android,2021-08-19,4,3,2021-09-09
0,kwalsh@hotmail.com,Neshkoro,2020-09-23 17:03:22,1271656,IOS,2021-07-01,4,4,2021-07-07
0,shanehughes@evans.com,Genoa City,2020-06-30 02:10:45,5270485,IOS,2021-05-20,4,3,2021-05-31
0,sandramoon@yahoo.com,Saint Maurice,2020-10-18 13:25:06,5843590,Android,2021-07-30,9,5,2021-08-15
1,kayla81@wheeler.biz,Lookingglass,2020-09-03 05:40:14,8281472,Android,2021-08-13,3,2,2021-09-11
0,christophermcclure@gmail.com,Lafe,2020-10-25 08:31:34,2154685,Android,2021-05-27,4,3,2021-06-22
0,leonardlivingston@hotmail.com,Halfmoon Landing,2021-02-14 05:42:33,7884554,IOS,2021-07-31,7,6,2021-08-22
0,avilajoseph@yahoo.com,Raynham,2020-08-30 02:18:28,3222937,IOS,2021-05-08,4,4,2021-05-11
0,alexanderschultz@dalton.org,Adams Center,2020-05-16 23:14:09,3875454,Android,2021-06-20,3,3,2021-07-15
1,shelbymartin@yahoo.com,Union Star,2021-03-14 16:35:29,3399269,IOS,2021-07-07,8,5,2021-07-26
1,umurphy@hotmail.com,Kief,2020-06-30 14:24:40,1010871,IOS,2021-05-06,5,4,2021-06-02
1,julieoconnell@burns.com,Brownfield,2020-12-04 21:17:37,1838562,Android,2021-06-02,5,4,2021-06-27
0,linda28@yahoo.com,Paragould,2020-10-06 08:48:46,5498629,Android,2021-06-06,9,9,2021-06-17
0,gregory32@hotmail.com,Hobergs,2020-10-06 08:31:59,7651359,Android,2021-05-05,6,3,2021-05-19
1,cummingskim@hotmail.com,Southville,2020-11-30 18:22:28,3982397,Android,2021-08-22,8,5,2021-09-03
0,thomasdebra@gmail.com,Rouseville,2020-12-20 17:19:41,5017651,Android,2021-07-02,4,4,2021-07-31
0,ztorres@garcia-strickland.net,Wilmore,2020-08-01 14:34:59,1716153,Android,2021-08-14,7,7,2021-09-07
1,brockivan@shepard.org,Conyngham,2021-03-19 08:35:25,6402509,Android,2021-07-22,8,7,2021-08-20
0,jerryramirez@smith.net,Eden Valley,2021-04-19 00:30:35,9863596,Android,2021-08-12,1,1,2021-09-08
1,danielsdeborah@hotmail.com,Miami,2020-09-15 15:22:48,1789317,Android,2021-06-19,3,2,2021-07-11
1,qwilliams@hill.com,Chenango Bridge,2021-04-03 02:47:46,1535487,IOS,2021-07-11,4,4,2021-07-15
1,ajackson@bentley.com,Fort Griffin,2021-03-31 10:16:07,9374485,IOS,2021-06-18,9,5,2021-06-24
0,blee@ortega-cortez.com,Woodcreek,2021-02-24 20:09:08,2085760,Android,2021-08-21,2,1,2021-09-03
0,curtis66@yahoo.com,Pahrump,2020-10-05 22:32:11,1736660,IOS,2021-05-29,1,1,2021-06-03
0,morenomichael@hotmail.com,Poag,2021-03-06 00:34:13,5492181,Android,2021-08-20,9,5,2021-09-06
1,mark25@yahoo.com,Cooter,2020-08-16 18:31:47,5727715,IOS,2021-05-19,8,5,2021-05-25
1,nrodgers@sloan.info,Ewen,2020-08-17 20:30:48,8486634,Android,2021-07-23,4,4,2021-07-27
0,ianrobinson@meyer.com,Riddle,2020-10-15 04:38:21,8475516,Android,2021-08-27,9,9,2021-09-09
0,joseph20@yahoo.com,Anacortes,2020-07-30 04:38:02,8377551,Android,2021-06-15,5,5,2021-06-27
0,jonesmax@hotmail.com,Earling,2021-01-20 03:52:36,3359529,Android,2021-05-22,8,4,2021-06-07
1,yatesjustin@olsen-newman.com,Port Salerno,2020-06-16 20:40:57,7362326,Android,2021-07-17,1,1,2021-08-12
1,schambers@duncan.info,Woodston,2020-06-29 12:43:01,5718492,Android,2021-07-27,3,3,2021-08-10
0,jessicawheeler@smith-white.com,Taylor,2020-12-24 07:20:14,8858471,Android,2021-06-02,4,2,2021-06-23
1,michaelbrown@yahoo.com,Logan,2021-02-09 23:41:12,5045330,Android,2021-08-09,6,3,2021-08-18
0,mirandasally@hotmail.com,Hampstead,2020-08-26 10:06:33,7383846,Android,2021-06-03,3,2,2021-07-01
1,bgarcia@hotmail.com,Taholah,2020-09-14 22:11:08,9246253,Android,2021-07-15,1,1,2021-07-27
0,brownjacqueline@burke.com,Bonaire,2020-05-05 16:55:41,8046374,IOS,2021-07-07,6,6,2021-07-22
1,alex76@cervantes.com,Stockham,2020-10-16 01:23:32,8066461,IOS,2021-05-30,2,1,2021-06-05
0,jayvasquez@gmail.com,North Powder,2020-08-15 03:26:05,6917174,IOS,2021-06-24,3,3,2021-07-10
1,stonekara@daugherty-thompson.com,Daniel,2020-12-23 09:23:32,6530399,Android,2021-07-30,3,3,2021-08-27
0,dawn69@yahoo.com,Grayslake,2021-01-27 14:23:29,6370629,Android,2021-05-14,5,5,2021-05-30
0,washingtonmikayla@yahoo.com,Wichita,2020-07-29 04:37:16,1217809,IOS,2021-07-07,9,9,2021-08-03
1,marissa39@mckinney.com,Man,2020-11-21 22:23:59,3220479,IOS,2021-07-12,4,4,2021-07-28
0,chaveznicholas@hotmail.com,Pine Island,2021-04-27 18:52:07,5963880,Android,2021-06-26,1,1,2021-07-05
1,kgomez@johnson-santos.com,Bernard,2020-06-05 22:50:37,6798990,Android,2021-08-26,8,8,2021-09-03
0,jenkinscassie@harrell.org,Buchanan Dam,2020-06-22 00:09:13,6821263,Android,2021-07-21,3,2,2021-07-27
1,pattersonmelissa@gmail.com,Yarnell,2020-11-04 09:18:04,8886374,Android,2021-05-28,7,5,2021-06-15
1,jonathan45@yahoo.com,Laureldale,2020-07-22 03:23:44,3108400,Android,2021-05-19,1,1,2021-06-16
1,laurensnyder@baxter.net,La Fargeville,2020-11-29 17:58:03,5120656,IOS,2021-07-13,8,6,2021-07-18
1,ryanrobinson@yahoo.com,Wapello,2020-12-17 07:49:28,9753086,Android,2021-07-21,3,3,2021-07-27
0,annette12@leblanc.com,Thurston,2021-01-08 18:05:58,1031461,IOS,2021-08-24,7,5,2021-09-16
0,douglasgutierrez@odonnell.com,Weed,2020-05-05 23:02:50,2911547,IOS,2021-07-03,3,2,2021-07-27
1,kristina78@jones.org,Kingsley,2021-03-08 22:16:29,4600273,Android,2021-06-10,2,1,2021-06-25
1,apierce@yahoo.com,Willoughby Hills,2020-10-06 08:26:26,3152952,Android,2021-07-27,3,2,2021-08-23
1,phayes@gomez.com,Saltese,2021-03-08 06:59:01,7263143,Android,2021-07-28,7,4,2021-08-03
0,lnorton@yahoo.com,Hamiltons Fort,2020-10-12 19:09:11,9741327,IOS,2021-05-20,4,3,2021-05-23
0,xgonzales@hamilton.com,Stapleton,2021-01-17 19:33:32,6797218,IOS,2021-05-27,4,4,2021-06-20
0,jennabruce@hotmail.com,Strong City,2021-02-06 14:19:21,6650695,Android,2021-07-09,3,3,2021-07-26
0,ydiaz@gmail.com,Standish,2020-07-03 12:36:03,1180403,Android,2021-08-07,7,6,2021-08-14
1,lauramcguire@martinez.com,Williams Park,2020-12-11 11:20:06,9938943,Android,2021-06-09,8,5,2021-06-27
0,estradaangela@yahoo.com,East Alton,2020-07-25 08:51:40,4912331,Android,2021-06-01,4,2,2021-06-15
0,ysellers@hotmail.com,Montello,2020-08-30 07:48:17,2885773,Android,2021-08-29,7,6,2021-08-31
0,donna43@gmail.com,Lewis Springs,2021-01-31 14:29:02,2322851,IOS,2021-07-19,8,4,2021-07-23
0,taylorchristina@powell-davis.org,Lemon Grove,2020-12-05 17:40:05,7584798,Android,2021-07-08,2,2,2021-07-21
0,jmartinez@sanchez.com,Lime Springs,2020-05-14 14:37:33,4290189,Android,2021-07-20,5,4,2021-07-21
0,campbellsusan@velasquez-kennedy.biz,Tiffin,2020-08-07 19:56:50,3988748,IOS,2021-05-24,9,7,2021-06-18
0,jacqueline51@gmail.com,Chimacum,2021-01-16 02:21:25,5939101,Android,2021-07-04,5,4,2021-07-30
0,josephjones@yahoo.com,Woodhaven,2021-02-18 03:17:04,6516058,IOS,2021-08-19,3,3,2021-09-13
1,patrickkathleen@yahoo.com,Granite Quarry,2020-08-03 18:39:18,4383338,Android,2021-06-02,2,1,2021-07-01
0,yvonne39@morgan.com,Atomic City,2020-12-15 19:55:41,8311909,Android,2021-08-16,3,3,2021-08-21
1,nichole59@hotmail.com,Stearns,2021-02-13 11:21:43,7497831,Android,2021-08-18,5,3,2021-09-01
1,sfranco@hotmail.com,West Pensacola,2020-11-20 07:23:18,1192172,Android,2021-05-28,5,3,2021-06-26
1,romanelizabeth@baldwin.com,Shay,2020-06-03 23:09:01,4868359,Android,2021-06-17,6,4,2021-06-25
0,thomastamara@sanchez.com,Hanging Limb,2020-06-07 08:49:39,4850144,Android,2021-08-22,2,2,2021-09-14
1,nicole64@gates.com,Waldron,2020-12-23 17:55:48,3835594,Android,2021-06-07,4,3,2021-06-22
0,chanchristine@hotmail.com,Faust,2020-12-09 21:27:18,3763987,IOS,2021-07-19,4,2,2021-07-22
0,jkrause@gmail.com,Bluff Springs,2020-08-06 09:00:37,3798262,Android,2021-05-22,8,5,2021-05-27
1,istevens@yahoo.com,Kempton,2020-08-28 06:27:45,1036651,IOS,2021-07-22,8,6,2021-07-29
0,johnnyburke@wells.com,Hiwasse,2021-02-16 23:39:10,1604910,Android,2021-07-06,6,3,2021-07-23
0,harrelldaniel@yahoo.com,Lemon Grove,2020-07-09 19:18:50,8873101,IOS,2021-05-30,6,5,2021-06-23
1,huffmansherry@rivers.com,Grossmont,2020-09-12 10:30:13,7727764,IOS,2021-05-27,2,1,2021-06-19
1,brianmiller@gmail.com,Glenview Manor,2021-04-20 11:35:44,7160778,Android,2021-06-15,8,4,2021-07-13
0,ekelly@gmail.com,Lime Springs,2020-10-28 04:46:13,7395040,Android,2021-07-23,1,1,2021-08-18
1,sheila58@gmail.com,Tupper Lake,2021-04-11 06:54:31,8573025,Android,2021-08-26,2,2,2021-09-10
1,james78@mcpherson-jones.info,Auberry,2020-08-29 22:04:51,6273701,IOS,2021-08-22,9,5,2021-08-24
1,angela32@floyd.net,Hoisington,2020-10-02 05:22:53,4132983,Android,2021-06-18,4,3,2021-06-25
0,erinknight@howell.biz,Blackwood,2021-02-26 09:47:47,8030832,IOS,2021-07-28,5,4,2021-08-01
1,ashleygarrison@hotmail.com,Hampton,2021-01-25 07:03:35,5107757,IOS,2021-08-20,9,6,2021-08-24
1,usteele@hotmail.com,Kempton,2020-11-30 04:45:54,9051637,IOS,2021-07-12,1,1,2021-07-25
0,rhonda51@brown.info,West Bloomfield,2021-01-10 13:56:27,2427894,Android,2021-07-02,4,2,2021-07-12
0,karen57@hotmail.com,Haylow,2021-02-16 10:19:01,4928367,IOS,2021-07-21,6,4,2021-07-22
1,uaguilar@shepherd.com,Campbellsville,2020-12-19 13:23:59,6118713,Android,2021-05-21,4,4,2021-06-03
0,vaughancollin@hotmail.com,Arno,2021-02-26 06:26:45,5881464,IOS,2021-08-30,3,2,2021-09-12
0,freemanscott@hotmail.com,Honda,2021-05-01 17:50:09,6808348,IOS,2021-08-05,9,8,2021-08-14
1,lindsey97@hotmail.com,Wheaton,2020-08-30 17:31:19,7160250,IOS,2021-05-19,7,7,2021-06-03
1,william09@gmail.com,Hawaiian Ocean View,2020-12-13 16:37:03,6110357,Android,2021-05-18,7,4,2021-06-04
1,kimberly24@alexander.com,Caballo,2021-04-08 17:18:12,2379040,Android,2021-07-26,4,4,2021-08-23
0,brooke11@edwards.net,Mattapex,2020-09-13 21:28:05,5098553,IOS,2021-05-29,3,3,2021-06-17
0,ssmith@briggs-evans.biz,Rolinda,2021-02-24 11:21:41,5285615,Android,2021-06-14,7,5,2021-06-18
1,fford@hotmail.com,La Sal,2020-08-31 18:32:35,9695993,Android,2021-08-11,2,2,2021-08-15
0,gonzalezrandy@yahoo.com,Scribner,2020-10-08 23:29:48,1615404,Android,2021-05-22,9,7,2021-06-09
0,scottnelson@gmail.com,Palo Alto,2021-03-28 18:45:29,3565590,Android,2021-05-09,1,1,2021-05-11
1,jeffreymiller@yahoo.com,Genoa City,2020-05-31 14:05:39,5473186,Android,2021-07-13,8,6,2021-08-07
0,jacobstiffany@price.org,Tunnel City,2020-09-17 05:06:48,9349045,Android,2021-06-03,5,4,2021-06-19
0,jacobmullins@gmail.com,Wawona,2020-06-05 13:12:13,5342247,Android,2021-08-14,4,2,2021-09-07
1,lanechase@bishop.biz,Saltese,2021-04-04 10:57:51,6039185,Android,2021-05-22,4,2,2021-06-06
0,lisa00@hotmail.com,Lelia Lake,2020-05-27 11:53:41,9215989,Android,2021-07-07,3,2,2021-08-01
1,bvasquez@hotmail.com,Markville,2021-02-05 11:12:06,9408005,Android,2021-05-09,1,1,2021-05-27
0,smarshall@yahoo.com,Big Rock,2021-01-08 21:15:10,2547481,IOS,2021-08-03,3,2,2021-08-23
0,fcarr@watts-cain.net,Gilberts,2020-09-26 18:07:50,9008086,Android,2021-05-05,5,3,2021-05-19
0,robinsonheather@dixon.com,Campbellsville,2021-01-03 13:50:20,3843934,Android,2021-06-25,7,7,2021-07-12
0,erincarter@moran.com,Persia,2020-07-16 11:53:45,6569585,IOS,2021-05-13,9,9,2021-05-28
0,obailey@smith.com,Marine,2020-08-11 12:17:22,8022511,Android,2021-08-12,5,4,2021-08-28
1,kari46@white.org,Offerman,2020-12-31 08:24:57,5824532,Android,2021-06-13,3,3,2021-06-20
1,rushdonald@gmail.com,Los Chaves,2021-04-23 23:21:56,1247626,Android,2021-05-31,5,4,2021-06-26
1,garciawilliam@rivas.net,Allenwood,2021-03-24 19:58:54,8990211,IOS,2021-08-24,4,2,2021-09-06
1,rebeccaking@hotmail.com,Port Blakely,2020-05-29 03:49:06,4792582,IOS,2021-08-06,1,1,2021-08-14
0,brendaguzman@hotmail.com,Anchorville,2021-02-18 01:55:07,7462137,IOS,2021-07-23,7,6,2021-08-17
1,hallchristopher@yahoo.com,Fairton,2020-09-10 21:39:45,8576858,Android,2021-07-21,2,2,2021-07-25
1,davidortiz@hotmail.com,Latta,2020-07-06 13:08:58,5320161,IOS,2021-08-24,8,7,2021-08-29
0,sarataylor@larson-hill.com,Bavaria,2020-06-09 23:13:20,6036487,Android,2021-07-06,5,3,2021-08-02
1,walkerheather@yahoo.com,McDonald,2020-12-15 18:58:27,1377741,Android,2021-06-25,3,2,2021-07-16
0,travissmith@hotmail.com,Kalkaska,2020-07-09 13:11:13,4363046,IOS,2021-08-13,6,3,2021-08-23
0,kwallace@yahoo.com,DeWeese,2020-08-21 18:15:31,9416503,Android,2021-05-10,6,5,2021-05-25
1,bennettdaniel@gmail.com,Cheviot,2020-05-07 10:33:00,3601528,Android,2021-05-05,2,2,2021-06-03
1,kellynewton@yahoo.com,Kahlotus,2021-04-15 06:00:58,2688619,Android,2021-05-11,5,4,2021-05-24
0,sharonmendoza@gmail.com,Stratton,2020-07-15 21:20:02,3971168,Android,2021-07-12,2,2,2021-07-31
1,ymartinez@spencer-ward.com,Trout Lake,2020-10-02 20:03:38,6647114,Android,2021-05-09,6,5,2021-05-19
0,matthewdavis@chavez.org,Meadow Glade,2020-09-29 00:23:36,6283376,Android,2021-06-06,4,4,2021-06-30
0,yhayden@wallace.org,Francesville,2021-02-25 13:42:51,2528466,IOS,2021-06-21,8,6,2021-06-29
1,keith52@yahoo.com,Bolindale,2020-12-25 20:06:11,3903004,IOS,2021-05-28,2,1,2021-06-26
0,robertsonkathryn@perez-hess.com,South Cleveland,2020-07-24 03:18:38,8802126,Android,2021-05-22,5,5,2021-06-12
1,lhall@taylor-garcia.com,Highwood,2020-08-30 22:02:39,9500392,Android,2021-06-20,4,3,2021-07-18
0,elizabeth61@ingram.info,Medford,2021-01-18 08:32:50,3150219,IOS,2021-06-15,9,6,2021-06-29
1,andrewjackson@burton.net,Leary,2020-12-05 00:25:51,8079114,Android,2021-06-03,4,4,2021-06-16
0,watsonashley@yahoo.com,Minidoka,2020-08-08 07:00:09,9309924,Android,2021-07-16,1,1,2021-08-04
1,james13@yahoo.com,Oak Hills,2020-11-17 13:00:34,1103299,Android,2021-06-23,9,6,2021-06-25
1,amydeleon@davis.org,Liberty Park,2020-05-31 05:08:52,3004597,Android,2021-06-07,8,7,2021-06-16
1,xsims@gmail.com,Perrytown,2020-06-18 05:17:57,4315089,Android,2021-05-29,2,1,2021-06-27
0,torresamanda@gmail.com,Days Creek,2021-01-25 13:10:33,8221042,IOS,2021-08-04,7,7,2021-08-11
1,stevenjackson@mitchell.net,Shelter Island,2020-05-08 23:59:10,8710245,Android,2021-08-19,8,7,2021-08-24
0,mcclainkelly@robinson-delacruz.info,Redwood City,2020-12-24 06:16:29,4067289,Android,2021-05-14,6,3,2021-06-01
1,ellen04@liu.com,Leacock,2020-11-04 06:38:41,6114763,Android,2021-06-11,5,5,2021-07-03
0,costadavid@yahoo.com,Brielle,2020-11-20 09:41:03,9912818,Android,2021-05-20,7,4,2021-06-09
1,jonesmatthew@gmail.com,Kingsbury,2020-08-27 07:46:59,8994068,Android,2021-08-28,1,1,2021-09-25
0,qbryan@davis-hunter.info,North Billerica,2020-09-28 12:20:04,5441010,IOS,2021-07-05,3,2,2021-07-11
0,sheilaweber@yahoo.com,Croom,2021-02-12 15:38:02,9988969,Android,2021-06-18,1,1,2021-07-01
1,jamescopeland@yahoo.com,Reedsburg,2020-05-07 20:01:30,1108199,IOS,2021-06-03,7,4,2021-06-27
0,gregoryhughes@cross.info,Grosse Pointe Woods,2020-11-19 10:19:07,5748072,IOS,2021-05-08,8,6,2021-05-18
1,elizabeth07@hotmail.com,Saint Helena,2020-08-15 10:12:38,3017093,Android,2021-06-30,7,6,2021-07-23
1,buchananebony@yahoo.com,Cheriton,2021-02-03 17:28:54,4307248,IOS,2021-06-05,7,6,2021-06-28
1,stevenpeterson@hotmail.com,Waleska,2020-11-18 05:47:30,5112868,Android,2021-05-19,7,6,2021-05-27
0,hendricksbrittany@james-costa.com,Zag,2020-10-06 18:46:53,6330263,Android,2021-06-15,2,1,2021-06-22
1,duncanandre@rivera.org,McCordsville,2020-06-19 07:35:22,4952005,Android,2021-08-10,4,4,2021-08-18
0,schneiderhailey@yahoo.com,Killbuck,2021-01-18 19:26:51,3086548,IOS,2021-08-11,7,5,2021-08-24
1,ortizmark@hotmail.com,Mount Etna,2020-12-13 04:47:29,4626599,Android,2021-06-16,9,9,2021-07-12
0,zmayer@johnson.com,Wapiti,2020-05-06 16:46:57,4790450,IOS,2021-07-23,5,3,2021-08-13
1,bethanyclark@gmail.com,Hubbard Lake,2021-02-14 10:07:06,8660078,IOS,2021-05-07,3,2,2021-05-28
0,michelle39@gmail.com,Orlinda,2020-12-10 12:04:02,2142046,IOS,2021-07-06,1,1,2021-07-26
0,joshuagalvan@garcia.com,Cheswick,2021-01-24 14:54:38,1179683,IOS,2021-07-13,9,6,2021-07-25
1,rosalestimothy@diaz.biz,Bald Head Island,2020-10-15 03:51:58,8187224,Android,2021-07-17,1,1,2021-08-10
0,thompsonwhitney@hotmail.com,Melissa,2020-09-15 07:29:07,4391995,IOS,2021-08-22,9,7,2021-08-28
1,corycohen@yahoo.com,Victory,2020-07-31 23:58:55,7888343,IOS,2021-08-20,4,3,2021-09-11
1,mcollier@vargas-lee.info,Scarville,2020-08-10 17:24:06,2590633,IOS,2021-08-05,1,1,2021-08-30
1,robin62@miranda.info,Trinway,2020-06-28 20:31:14,2464434,Android,2021-07-13,5,4,2021-07-30
1,rebekah14@mason.com,San Juan,2020-11-11 13:33:23,7915647,IOS,2021-08-12,1,1,2021-08-15
1,youngbonnie@yahoo.com,Gibbsboro,2020-06-01 07:20:44,8239420,IOS,2021-06-26,7,7,2021-07-15
1,ebony50@yahoo.com,North Komelik,2020-12-19 14:24:45,6861534,IOS,2021-07-03,6,4,2021-07-18
0,kpalmer@coffey-buck.com,Quinwood,2021-02-16 18:58:27,3302876,IOS,2021-05-25,6,6,2021-06-06
1,mmclaughlin@martinez.org,Zag,2020-12-13 22:13:41,9034998,Android,2021-08-04,6,5,2021-08-07
