UserName,TimeStamp,CheckIn,CityName,HotelName,CityId,CheckOut,RoomNights,BookingAmount,BookingID
udennis@gmail.com,2020-09-17 16:03:20,,Aid,The Robe Hotel,af43dab7-e0a6-49c9-a19b-af42e06013d4,,,3059.0,5d544053-7767-464e-9424-b7ac1b0dceda
rowetammy@griffin-williams.com,2020-11-04 00:12:53,2021-06-21,Munhall,The Pink Sheet,dcc3b755-d97c-4cc2-9535-eff844f7fbbb,2021-07-12,21.0,521.0,7aa4861a-08f2-4d01-bbbb-476170380863
slewis@clark.com,2020-10-08 01:00:46,2021-06-24,Georgia Southern,The Pink Sheet,266d1c27-7c9e-40e4-a925-00b4f5bf4b3f,2021-06-29,5.0,2002.0,261e3815-d61e-4ccc-8b5c-0a0eac7294bc
bautistapatrick@curtis-ortiz.biz,2020-08-27 04:01:43,,Chelatna Lodge,Carpe Diem,285313f0-884a-4476-a210-aa96a8920055,,,1155.0,af531e66-008f-43e6-a12d-a90760d32476
raymondchan@hotmail.com,2020-11-11 09:40:28,2021-05-12,Switz City,The Robe Hotel,60548806-679e-48c6-84b1-6612680d6379,2021-06-07,26.0,1020.0,02dc77b3-4446-44f5-b421-d5ce12232d03
obrienmichael@hotmail.com,2020-09-14 14:40:41,2021-05-29,Wilseyville,The Pink Sheet,959bb817-f3af-4cd8-90c9-bc154ecea545,2021-06-21,23.0,1945.0,c2f5bd2a-393c-4ed8-b75c-b14b7129686f
kevinpierce@gmail.com,2020-07-31 17:23:55,2021-06-01,Coalville,The Pink Sheet,dd7401ac-6756-48c2-ae7d-37ae39487eb4,2021-06-14,13.0,553.0,56343c14-e2a9-4fe9-89a9-8a99b5930463
michaelgregory@gmail.com,2020-09-19 03:47:02,2021-05-10,Saint Ignatius,The Robe Hotel,974b3665-a262-4c96-8959-dc31e1a102c2,2021-05-27,17.0,2989.0,6edb3e49-01ec-4432-9fed-84e3b1b459a4
kelseyblanchard@yahoo.com,2021-01-27 12:13:38,2021-05-07,Donnelsville,Carpe Diem,ee10d3bc-cf9d-4433-96d0-61426bf76995,2021-06-05,29.0,,fc47e919-97ad-4dcb-85a2-8896c60edaeb
griffinruth@gonzalez.com,2021-02-05 19:38:11,2021-06-06,Pilger,Palm Woods,7944cfd2-90dd-4581-ab3d-9fd3ea9b5e48,2021-06-15,9.0,3547.0,fa4eed11-3c81-410c-abec-34cb8af29399
jamievazquez@hotmail.com,2020-07-31 16:04:37,2021-07-25,Fern Park,Palm Woods,0c210b88-e76c-49f0-95c1-a5d78de95dc0,2021-08-16,22.0,3045.0,72aceb05-2cfb-4f6a-ae3a-20fda7bd18ff
anelson@lopez.com,2020-07-01 16:52:10,2021-06-21,Stoystown,Carpe Diem,f848babf-8394-4c6f-b681-823e46926e44,2021-07-08,17.0,2749.0,c19b35a9-cced-4ebe-a860-da6819b8cce9
david71@randolph.com,2021-02-19 22:19:05,,Woodlake,Carpe Diem,94b4e38d-a8d6-4ed4-ab44-6cf2b687a85e,,,1014.0,f4879387-2f64-4cfc-a0a0-11706e0dd8fc
zgonzales@gmail.com,2020-09-15 14:13:16,2021-08-26,Sullivan's Island,Hotel City Lake,f899a266-08d4-4210-b177-a39743966629,2021-09-23,28.0,3380.0,cff1c193-e3be-4c8f-bcd3-aeda76307a4f
gabriellajordan@tapia.org,2020-11-30 16:08:37,2021-05-11,Lanare,The Robe Hotel,e7918636-d1ec-43cc-844b-90f5d4be4455,2021-05-12,1.0,1233.0,62799309-0cf1-4821-9e7b-f9470714ef91
fosterjuan@gmail.com,2020-05-27 03:48:55,2021-06-17,Mariposa,Carpe Diem,13d64c4e-bbef-4058-a6f8-9d0a8ac8135e,2021-07-14,27.0,2291.0,5802cdda-9dd4-48a4-8585-c58bdcf6e9a0
rowejoshua@vincent.info,2020-10-20 05:50:33,2021-06-29,Dot Lake,Hotel City Lake,db5896dc-755e-48cd-aa84-199a9e3daf27,2021-06-30,1.0,3595.0,8647c86d-d993-4713-98f5-56cbf0622ccf
palmerfrederick@green.com,2020-12-17 11:47:55,2021-07-01,Ellsworth,The Robe Hotel,c4e2493e-61ce-4dd0-bcbf-c7b4853c25b9,2021-07-09,8.0,3199.0,3883b264-4117-4e1c-8113-53ce02d8a934
nancywarren@gmail.com,2021-04-09 07:58:18,2021-07-19,Fitchville,Palm Woods,f6e17ee5-2c46-4de4-b57e-dd2f7fc75bdf,2021-08-10,22.0,3670.0,c57aeb85-b577-4b67-b556-fec506aa893c
susan00@yahoo.com,2021-04-24 07:20:24,2021-05-20,San Andreas,Palm Woods,6cd9c05a-35ec-40fa-8a18-aba03d4d29e0,2021-06-09,20.0,3604.0,a09e01de-925c-41da-b0bf-8108dbae95ea
katrina41@gray.com,2020-09-09 10:20:14,2021-07-16,Wiseman,Carpe Diem,0788c8db-15d8-40d7-8c1a-7a4d1b9a9984,2021-07-29,13.0,3223.0,ecf08740-a403-49e3-85e2-f90f17ded894
simpsonamanda@hunter.com,2020-05-13 19:44:32,2021-08-29,International Falls,The Robe Hotel,9495951f-1d9f-48e3-82ff-e527b9727563,2021-09-16,18.0,2667.0,e7d052dd-91ec-4021-81e4-fd9a7d16db9d
otaylor@hotmail.com,2020-12-22 17:55:21,,Lillie,The Pink Sheet,104f6949-9ee3-4b99-b01a-ae4e4dccc445,,,451.0,5dfa107f-1ca8-4e9f-bd04-856324ac6f58
chester@soto.net,2020-09-13 05:05:15,2021-05-30,Bozman,Palm Woods,5b824e39-397e-4675-92f4-4e4f935cdb46,2021-06-06,7.0,2220.0,a24c47c3-efb8-4f69-b2ab-7de6ddbc3cff
hjones@hotmail.com,2020-10-24 19:46:06,2021-07-22,Oketo,The Pink Sheet,953e23fb-eb2e-4ee8-89f4-6e2454728b2c,2021-08-04,13.0,,0ee30d19-cc1c-443c-9198-f06c7f20a35f
fwhite@jones.com,2020-09-26 15:01:56,2021-06-16,Belview,Carpe Diem,9cb1bf7b-2bb2-44d3-9583-c528b74b4301,2021-07-11,25.0,2387.0,c3166879-8480-41c8-8a82-62f7d50b1574
kristinelliott@harvey-davis.biz,2021-02-03 01:59:41,2021-05-27,Bonetraill,The Pink Sheet,1d3beea5-4cd6-4b77-ab0d-132de658230a,2021-05-28,1.0,874.0,db9b5121-572d-4497-8782-0d578d8cd615
christopher96@hart.com,2020-07-09 11:44:30,2021-06-27,Rochford,Hotel City Lake,bb339066-3fb6-4078-b958-01617a3fb16d,2021-07-07,10.0,3102.0,9964bc3e-61a6-4ec0-b3f6-4be9f2ede3e6
rward@hotmail.com,2020-10-23 10:17:36,2021-05-28,Gibson Island,The Pink Sheet,bc4e9803-860a-4d9c-ad5f-910c842aca71,2021-05-31,3.0,,7cbe3da6-b00a-496a-a870-d84ad42aadc9
kimberly34@yahoo.com,2020-09-06 19:30:20,2021-08-14,South Amboy,Palm Woods,d8e839f8-baf2-4267-993e-e368a542e1fc,2021-08-26,12.0,1590.0,d424d62a-51d5-438f-9d9f-78b70b9bde4d
jacqueline36@cook.com,2020-12-20 13:31:36,2021-05-27,Hammondville,The Pink Sheet,f8f0a7a0-fb57-4d12-8b15-800c074dc52b,2021-06-22,26.0,1551.0,8fc82cdf-1b02-41fe-91d4-f637e30084de
emilyallen@jones-huff.org,2021-04-09 10:25:13,2021-05-31,Power,Hotel City Lake,1cebad4a-dcaf-4ed0-a6b4-bc76e51c85ce,2021-06-12,12.0,477.0,a7b1f61c-101f-48f4-b997-5afaa5fbd205
allisonkaren@peters-barnes.com,2021-03-03 15:24:05,2021-06-27,Penney Farms,Hotel City Lake,e4e04a64-3edd-45b5-b274-d01c1012f495,2021-07-16,19.0,3327.0,c70c15b6-d924-4b1d-867e-d308489c8ee3
michael10@bennett.com,2020-10-27 19:26:48,2021-06-12,Indian Village,The Robe Hotel,8201f512-f688-42b5-b78c-c8547f3b65a9,2021-07-09,27.0,,48c9a7bd-72e5-4117-8b96-11bea37abb37
jacobanderson@hughes-hays.com,2021-04-22 17:01:09,2021-06-16,Wellington,The Pink Sheet,c89da8cf-d786-4ec0-9982-5990e103ea13,2021-06-30,14.0,2042.0,a929b3c1-9d90-48ad-8309-0ff9cb86fa69
jasongraham@hutchinson-murphy.com,2020-12-05 03:06:31,2021-06-07,Oketo,Palm Woods,953e23fb-eb2e-4ee8-89f4-6e2454728b2c,2021-07-04,27.0,2044.0,c1e510c3-c0b2-4826-afaa-c3b51cd0c5e1
ginarobertson@yahoo.com,2020-11-16 00:30:20,2021-08-07,Folletts,The Pink Sheet,940f25ba-bcc4-413e-bae0-8a476077304c,2021-09-02,26.0,2423.0,3000f156-3380-4878-a83c-219fb88e0eeb
stacysalazar@hotmail.com,2020-08-30 03:25:04,2021-05-04,Kingston Springs,The Robe Hotel,c4523104-8642-4e81-9947-a3a64a996ca5,2021-05-23,19.0,739.0,8a8d6121-b8d8-4463-9108-21b986e9f699
nbarron@sharp.com,2021-02-23 19:17:08,2021-08-22,Urbank,The Robe Hotel,e3eb6505-3329-4769-aaf6-652a791c1838,2021-09-09,18.0,3100.0,3b2d785f-9405-45a0-9d89-8b1eec65656e
brandireynolds@salazar.com,2020-08-15 21:02:22,2021-08-19,Reisterstown,Palm Woods,5e562b47-d84e-408a-a15c-6741d5eca076,2021-08-26,7.0,2837.0,063e5a9b-f07c-4421-b076-27a39c0c14ec
timothylynn@gutierrez-salinas.com,2020-06-08 02:26:23,2021-07-02,Fount,The Pink Sheet,c1744311-7023-40e1-8708-601e22bb5d5e,2021-07-28,26.0,,3f62ecbf-9e05-45d2-aada-bdbd8fe6f355
michele45@yahoo.com,2020-09-04 01:45:05,2021-07-29,Toonerville,The Robe Hotel,21d8c5b3-2059-4d09-8045-e89995bf3265,2021-08-14,16.0,2680.0,648e4215-bde4-4aea-ae43-b5153830d657
bakerrebecca@vazquez.com,2020-12-07 06:49:02,2021-06-04,Cubero,Palm Woods,7f94178e-ec84-4a80-9668-63880d9efc8e,2021-06-15,11.0,2964.0,619ef314-704d-4cc5-a94c-fbc429c7e14a
nicholas71@gmail.com,2021-01-08 18:51:30,2021-07-04,Trapper Creek,Palm Woods,29422faf-4730-4055-9ffd-06c930163a2e,2021-07-07,3.0,3136.0,31b08d2f-2048-4ea0-9b5a-fd5540a75d76
jessica65@miller.com,2021-02-18 18:48:39,2021-08-15,Spencerville,Palm Woods,cae55f29-9e89-4412-8f7a-e8a8ccdf9cb9,2021-09-04,20.0,,46e5309e-8e96-4507-abe9-282d4370fe46
gwendolynturner@oneal-gonzalez.com,2021-01-30 08:37:10,2021-07-20,Burnettsville,Palm Woods,6e25e4e4-177c-4ec3-8cf1-adc9178b0c3c,2021-08-04,15.0,,7127521b-f9cd-48a4-b767-8feaa6543b5c
jenniferpotts@perez.org,2021-04-12 20:13:01,2021-05-12,Eureka Springs,Carpe Diem,b907e107-4002-467f-9b28-1f5ef14e8e5d,2021-05-21,9.0,,c32943b3-db1f-46db-a0f4-44e1d330761d
dianabauer@valdez-juarez.biz,2020-12-28 05:32:41,,East Hodge,The Pink Sheet,5bc2fb06-52c6-4918-a0ec-c3a6efa6be9d,,,304.0,d65675ff-af27-4f3a-aa3c-0789a6a4123b
kimhughes@hotmail.com,2021-03-01 06:36:54,2021-07-04,Ragley,The Robe Hotel,17f4ce75-1924-4c0b-b643-e428adc11957,2021-07-25,21.0,2940.0,624113a3-961a-4b1d-aa05-58059ef9adac
michael05@stevens.biz,2020-07-26 12:56:30,2021-08-07,Trafford,Hotel City Lake,078fdef8-864a-4e35-83a9-e3aaa1e7a8bd,2021-08-26,19.0,1880.0,754ba648-f157-4e21-a13b-018cbd65e690
joseph80@robinson-smith.com,2020-11-13 09:34:10,2021-08-22,Buckholts,The Robe Hotel,82a810a7-fe7a-46a6-ae16-f2dcd817aee2,2021-08-26,4.0,408.0,11ca6488-27af-4ab5-9354-01e5614c3abd
nelsoncynthia@gonzalez.com,2021-01-29 08:56:26,2021-08-10,West Lafayette,The Pink Sheet,0f69e814-18ed-4796-867b-936ad4deec69,2021-08-24,14.0,3140.0,e457f60a-8470-4f42-9d18-76f568d5a28f
millerjoyce@hotmail.com,2020-07-17 07:03:32,2021-08-09,Hybart,Palm Woods,33abac3e-3491-49ef-88a6-db4b8377db83,2021-09-04,26.0,1530.0,adfcfad1-1683-4c11-9517-c85f36e0a16d
ewalker@yahoo.com,2020-11-01 14:36:59,2021-05-27,Sun City Center,The Pink Sheet,1c5f685c-71b9-4a7c-98cf-b36f4c98683f,2021-06-01,5.0,3209.0,637356b3-797b-4055-8c8a-7d0390453e79
nlewis@yahoo.com,2021-01-05 22:12:57,2021-08-23,Scissors,Palm Woods,41d846a5-c4ef-471e-b006-1203839fd4c3,2021-09-19,27.0,613.0,e887bbca-fdb8-4954-86e8-0eacfe9d65dc
kevinparrish@barr-johnson.com,2020-07-11 02:38:02,2021-07-27,Ricketts,The Robe Hotel,2b3d7bfd-e55b-429c-9467-7a8a661bc603,2021-08-15,19.0,2805.0,f0eb2264-73e0-42cf-8bfd-fdb76d1e25a1
evanslori@hotmail.com,2021-02-13 20:40:17,2021-07-05,Cubero,The Pink Sheet,7f94178e-ec84-4a80-9668-63880d9efc8e,2021-07-15,10.0,1508.0,1e40b183-c65d-4d8b-8cc7-33492e918d4f
jesus33@gmail.com,2020-10-17 20:34:16,2021-06-17,Southborough,Hotel City Lake,790fcf9a-b17f-42cf-ad03-dbf178c531cf,2021-07-02,15.0,2952.0,2316e9b4-e704-45ca-958e-02b60dc36be7
lawsonstacy@hotmail.com,2020-08-12 16:10:55,2021-08-19,East La Mirada,The Robe Hotel,a235ba96-026c-47d3-808c-17e20e233ceb,2021-08-22,3.0,298.0,5d040312-ec14-4402-92f1-c06447414964
gmendoza@hotmail.com,2020-09-24 15:04:24,2021-07-19,Waltz,Palm Woods,640ebf84-88c3-4d7f-a20c-fe0c8157996b,2021-08-17,29.0,1726.0,13c26630-3fa0-48ae-acca-1b279d045b04
cameronjames@daniels.net,2020-07-25 09:21:52,2021-05-13,Emsworth,Hotel City Lake,6f9ab058-6e2c-404a-8c87-0c4636d41c51,2021-05-26,13.0,3327.0,409c7eb2-f7d2-40bb-a993-6646067c2a69
